objectid,cdmid,title,format,thumb,images,source,date,creator
special164,164,"Cook Hall, May 1998",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/31/00001/Wallace283.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/31/00001/Wallace283.jpg,http://ncf.sobek.ufl.edu/NCF0001131,1998,New College of Florida
special165,165,"Cook Hall, November 1984",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/39/00001/WC140.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/39/00001/WC140.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/39/00001/WC141.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/39/00001/WC143.jpg,http://ncf.sobek.ufl.edu/NCF0001639,1984,New College of Florida
special166,166,"Cook Library, January 1989",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/73/00001/EC165.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/73/00001/EC165.jpg,http://ncf.sobek.ufl.edu/NCF0001273,1989,New College of Florida
special167,167,"Cook Library, March 1989",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/74/00001/EC166.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/74/00001/EC166.jpg,http://ncf.sobek.ufl.edu/NCF0001274,1989,New College of Florida
special168,168,"Corrosion, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/26/00001/Blue244.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/26/00001/Blue244.jpg,http://ncf.sobek.ufl.edu/NCF0001226,1987,New College of Florida
special169,169,Cris Hassold,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/39/00001/SPF_001_003_00079.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/39/00001/SPF_001_003_00079.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/39/00001/SPF_001_003_00074.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/39/00001/SPF_001_003_00075.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/39/00001/SPF_001_003_00076.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/39/00001/SPF_001_003_00077.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/39/00001/SPF_001_003_00078.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/39/00001/SPF_001_003_00080.jpg,http://ncf.sobek.ufl.edu/AA00025839,1987,New College of Florida
special170,170,"Cross-Section of Students with Associate Professor Robert Barylski in Center, January 1989",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/85/00001/EC201.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/85/00001/EC201.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/85/00001/EC205.jpg,http://ncf.sobek.ufl.edu/NCF0001285,1989,New College of Florida
special171,171,"Cross-Section of Students with Associate Professor Robert Barylski, January 1989",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/86/00001/EC209.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/86/00001/EC209.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/86/00001/EC216.jpg,http://ncf.sobek.ufl.edu/NCF0001286,1989,New College of Florida
special172,172,"Cross-Section of Students with Associate Professor Robert Barylski, Undated",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/87/00001/EC213.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/87/00001/EC213.jpg,http://ncf.sobek.ufl.edu/NCF0001287,"undated, circa 1980s",New College of Florida
special173,173,David Mullins,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00058.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00058.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00059.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00060.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00061.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00062.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00063.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00064.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00065.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00066.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00067.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00068.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/41/00001/SPF_001_003_00069.jpg,http://ncf.sobek.ufl.edu/AA00025641,ca. 1998,New College of Florida
special174,174,"David Mullins, 2001",image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/42/00001/SPF_001_003_00070.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/42/00001/SPF_001_003_00070.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/42/00001/SPF_001_003_00071.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/42/00001/SPF_001_003_00072.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/42/00001/SPF_001_003_00073.jpg,http://ncf.sobek.ufl.edu/AA00025642,2001,New College of Florida
special175,175,"David Mullins, May 1998",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP296.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP296.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP297.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP298.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP299.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP300.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP301.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP302.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP303.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/71/00001/VBP304.jpg,http://ncf.sobek.ufl.edu/NCF0001571,1998,New College of Florida
special176,176,"Dedication, France Property, November 18, 1983",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue143.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue143.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue144.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue145.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue146.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue147.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue148.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue149.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue150.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue151.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue152.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue153.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue154.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue155.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue156.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue157.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/03/00001/Blue158.jpg,http://ncf.sobek.ufl.edu/NCF0001203,1983,New College of Florida
special177,177,"Director Admissions with Student, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/22/00001/SF088.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/22/00001/SF088.jpg,http://ncf.sobek.ufl.edu/NCF0001422,1981,New College of Florida
special178,178,"Dock at Bayfront of Campus, July 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/29/00001/WC124.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/29/00001/WC124.jpg,http://ncf.sobek.ufl.edu/NCF0001629,1981,New College of Florida
special179,179,"Dock, October 1979",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/55/00001/EC078.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/55/00001/EC078.jpg,http://ncf.sobek.ufl.edu/NCF0001255,1979,New College of Florida
special180,180,"Door, Cook Hall, August 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/12/00001/WC080.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/12/00001/WC080.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/12/00001/WC081.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/12/00001/WC082.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/12/00001/WC083.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/12/00001/WC084.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/12/00001/WC085.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/12/00001/WC086.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/12/00001/WC087.jpg,http://ncf.sobek.ufl.edu/NCF0001612,1981,New College of Florida
special181,181,"Dorm Area, 1992",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/99/00001/Admissions2_334.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/99/00001/Admissions2_334.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/99/00001/Admissions2_335.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/99/00001/Admissions2_336.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/99/00001/Admissions2_337.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/99/00001/Admissions2_338.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/99/00001/Admissions2_339.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/99/00001/Admissions2_340.jpg,http://ncf.sobek.ufl.edu/NCF0001099,1992,New College of Florida
special182,182,"Dorm Life, September 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/00/00001/SF268.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/00/00001/SF268.jpg,http://ncf.sobek.ufl.edu/NCF0001500,1977,New College of Florida
special183,183,"Dorms and Tennis Court, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/05/00001/EC238.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/05/00001/EC238.jpg,http://ncf.sobek.ufl.edu/NCF0001305,1987,New College of Florida
special184,184,"Dorms, East Campus, January 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/10/00001/EC245.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/10/00001/EC245.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/10/00001/EC246.jpg,http://ncf.sobek.ufl.edu/NCF0001310,1977,New College of Florida
special185,185,"Dorms, January 6, 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/19/00001/EC257.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/19/00001/EC257.jpg,http://ncf.sobek.ufl.edu/NCF0001319,1977,New College of Florida
special186,186,"Dorms, September 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/01/00001/SF271.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/01/00001/SF271.jpg,http://ncf.sobek.ufl.edu/NCF0001501,1977,New College of Florida
special187,187,"Dort Drive, April 1976",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/70/00001/WC213.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/70/00001/WC213.jpg,http://ncf.sobek.ufl.edu/NCF0001670,1976,New College of Florida
special188,188,"Dort Drive, April 1978",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/02/00001/WC046.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/02/00001/WC046.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/02/00001/WC217.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/02/00001/WC221.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/02/00001/WC222.jpg,http://ncf.sobek.ufl.edu/NCF0001602,1978,New College of Florida
special189,189,"Dort Drive, Febuary 1979",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/72/00001/WC215.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/72/00001/WC215.jpg,http://ncf.sobek.ufl.edu/NCF0001672,1979,New College of Florida
special190,190,"Dort Drive, March 1974",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/98/00001/WC042.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/98/00001/WC042.jpg,http://ncf.sobek.ufl.edu/NCF0001598,1974,New College of Florida
special191,191,"Dort Drive, May 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/73/00001/WC219.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/73/00001/WC219.jpg,http://ncf.sobek.ufl.edu/NCF0001673,1977,New College of Florida
special192,192,"Dort Drive, November 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/69/00001/WC211.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/69/00001/WC211.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/69/00001/WC212.jpg,http://ncf.sobek.ufl.edu/NCF0001669,1977,New College of Florida
special193,193,"Dort Drive, October 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/79/00001/WC231.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/79/00001/WC231.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/16/79/00001/WC233.jpg,http://ncf.sobek.ufl.edu/NCF0001679,1977,New College of Florida
special194,194,"Dort Drive, October 1979",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/80/00001/WC232.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/16/80/00001/WC232.jpg,http://ncf.sobek.ufl.edu/NCF0001680,1979,New College of Florida
special195,195,Douglas Berggren,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/70/00001/FTD_002_020_00002.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/70/00001/FTD_002_020_00002.jpg,http://ncf.sobek.ufl.edu/AA00026170,1979,New College of Florida
special196,196,"Downtown Sarasota, 1992",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/81/00001/Admissions2_003.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/81/00001/Admissions2_003.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/81/00001/Admissions2_007.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/81/00001/Admissions2_011.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/81/00001/Admissions2_016.jpg,http://ncf.sobek.ufl.edu/NCF0001081,1992,New College of Florida
special197,197,Dr. Al Beulig - NC (Biology),image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/60/73/00001/FTD_002_021_00002.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/60/73/00001/FTD_002_021_00002.jpg,http://ncf.sobek.ufl.edu/AA00026073,1992,New College of Florida
special198,198,Dr. Anthony Andrews (NC - Anthro),image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/34/00001/SPF_001_003_00021.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/34/00001/SPF_001_003_00021.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/34/00001/SPF_001_003_00022.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/34/00001/SPF_001_003_00023.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/34/00001/SPF_001_003_00024.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/34/00001/SPF_001_003_00025.jpg,http://ncf.sobek.ufl.edu/AA00025634,1985,New College of Florida
special199,199,Dr. Anthony Andrews with student,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00029.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00029.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00030.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00032.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00037.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00038.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00031.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00033.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00034.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00035.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00036.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00039.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00040.jpg,http://ncf.sobek.ufl.edu/AA00025636,1985,New College of Florida
special200,200,"Dr. Bauer with Oscar, Psychology Class Research Dog, Doing a Training Task, May 1998",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/20/00001/Wallace096.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/20/00001/Wallace096.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/20/00001/Wallace097.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/20/00001/Wallace098.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/20/00001/Wallace099.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/20/00001/Wallace100.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/20/00001/Wallace101.jpg,http://ncf.sobek.ufl.edu/NCF0001120,1998,New College of Florida
special201,201,"Dr. Benedetti, Student in Dr. Stevens Class, February 1978",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/71/00001/SF190.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/71/00001/SF190.jpg,http://ncf.sobek.ufl.edu/NCF0001471,1978,New College of Florida
special202,202,Dr. Berggren,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/71/00001/FTD_002_020_00003.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/71/00001/FTD_002_020_00003.jpg,http://ncf.sobek.ufl.edu/AA00026171,1978,New College of Florida
special203,203,Dr. Berggren,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/78/00001/FTD_002_020_00010.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/78/00001/FTD_002_020_00010.jpg,http://ncf.sobek.ufl.edu/AA00026178,1978,New College of Florida
special204,204,Dr. Berggren,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/73/00001/FTD_002_020_00005.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/73/00001/FTD_002_020_00005.jpg,http://ncf.sobek.ufl.edu/AA00026173,1978,New College of Florida
special205,205,Dr. Berggren,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/74/00001/FTD_002_020_00006.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/74/00001/FTD_002_020_00006.jpg,http://ncf.sobek.ufl.edu/AA00026174,1978,New College of Florida
special206,206,Dr. Berggren,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/75/00001/FTD_002_020_00007.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/75/00001/FTD_002_020_00007.jpg,http://ncf.sobek.ufl.edu/AA00026175,1978,New College of Florida
special207,207,Dr. Cris Hassold (NC Art History),image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/45/00001/SPF_001_003_00081.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/45/00001/SPF_001_003_00081.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/45/00001/SPF_001_003_00082.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/45/00001/SPF_001_003_00083.jpg,http://ncf.sobek.ufl.edu/AA00025845,February 1985,New College of Florida
special208,208,Dr. Deme and Dr. Riley with students,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/24/00001/HIST_EXTRA_002_011_00002.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/24/00001/HIST_EXTRA_002_011_00002.jpg,http://ncf.sobek.ufl.edu/AA00025824,ca. late 1960's,New College of Florida
special209,209,Dr. Douglas Berggren,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/69/00001/FTD_002_020_00001.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/69/00001/FTD_002_020_00001.jpg,http://ncf.sobek.ufl.edu/AA00026169,1979,New College of Florida
special210,210,Dr. Douglas Berggren,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/72/00001/FTD_002_020_00004.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/72/00001/FTD_002_020_00004.jpg,http://ncf.sobek.ufl.edu/AA00026172,1979,New College of Florida
special211,211,"Dr. Douglas Berggren, 1964",image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/76/00001/FTD_002_020_00008.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/76/00001/FTD_002_020_00008.jpg,http://ncf.sobek.ufl.edu/AA00026176,1964,New College of Florida
special212,212,Dr. Douglas Berggren with student,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/77/00001/FTD_002_020_00009.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/61/77/00001/FTD_002_020_00009.jpg,http://ncf.sobek.ufl.edu/AA00026177,1967,New College of Florida
special213,213,Dr. Douglas Langston (NC Phil),image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/62/54/00001/SPF_001_003_00106.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/62/54/00001/SPF_001_003_00106.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/62/54/00001/SPF_001_003_00107.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/62/54/00001/SPF_001_003_00108.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/62/54/00001/SPF_001_003_00109.jpg,http://ncf.sobek.ufl.edu/AA00026254,1985,New College of Florida
special214,214,Dr. Glenn Cuomo,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/62/52/00001/SPF_001_003_00105.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/62/52/00001/SPF_001_003_00105.jpg,http://ncf.sobek.ufl.edu/AA00026252,1985,New College of Florida
special215,215,Dr. Laszlo Deme,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/23/00001/HIST_EXTRA_002_011_00001.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/23/00001/HIST_EXTRA_002_011_00001.jpg,http://ncf.sobek.ufl.edu/AA00025823,1985,New College of Florida
special216,216,Dr. Laszlo Deme,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/34/00001/ME_044_001_00001.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/34/00001/ME_044_001_00001.jpg,http://ncf.sobek.ufl.edu/AA00025834,1985,New College of Florida
special217,217,Dr. Laszlo Deme,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/35/00001/ME_044_001_00002.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/35/00001/ME_044_001_00002.jpg,http://ncf.sobek.ufl.edu/AA00025835,1985,New College of Florida
special218,218,Dr. Laszlo Deme,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/27/00001/HIST_EXTRA_002_011_00005.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/27/00001/HIST_EXTRA_002_011_00005.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/27/00001/HIST_EXTRA_002_011_00006.jpg,http://ncf.sobek.ufl.edu/AA00025827,1985,New College of Florida
special219,219,Dr. Laszlo Deme,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/28/00001/HIST_EXTRA_002_011_00007.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/28/00001/HIST_EXTRA_002_011_00007.jpg,http://ncf.sobek.ufl.edu/AA00025828,1985,New College of Florida
special220,220,Dr. Laszlo Deme,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/29/00001/HIST_EXTRA_002_011_00008.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/29/00001/HIST_EXTRA_002_011_00008.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/58/29/00001/HIST_EXTRA_002_011_00009.jpg,http://ncf.sobek.ufl.edu/AA00025829,1978,New College of Florida
special221,221,Dr. Laszlo Deme with students,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/25/00001/HIST_EXTRA_002_011_00003.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/25/00001/HIST_EXTRA_002_011_00003.jpg,http://ncf.sobek.ufl.edu/AA00025825,1978,New College of Florida
special222,222,"Dr. Paul Scudder, Feb. 1985",image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/21/00001/SPF_001_003_00005.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/21/00001/SPF_001_003_00005.jpg,http://ncf.sobek.ufl.edu/AA00025621,1985,New College of Florida
special223,223,"Dr. Riddle with Student, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/20/00001/SF313.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/20/00001/SF313.jpg,http://ncf.sobek.ufl.edu/NCF0001520,1981,New College of Florida
special224,224,"Dr. Ron Riddle & Student, 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/24/00001/SF317.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/24/00001/SF317.jpg,http://ncf.sobek.ufl.edu/NCF0001524,1981,New College of Florida
special225,225,"Dr. Ron Riddle, 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/23/00001/SF316.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/23/00001/SF316.jpg,http://ncf.sobek.ufl.edu/NCF0001523,1981,New College of Florida
special226,226,"Dr. Ron Riddle, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/27/00001/SF320.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/27/00001/SF320.jpg,http://ncf.sobek.ufl.edu/NCF0001527,1981,New College of Florida
